timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,estimator_type,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
1439261584,0,0.0,0.0,0,-8.4818,-11.6483,1.69291,0.0,0.0,0.0,-0.0163222,0.00576589,0.0968698,0.0,0.0,0.0,0.0,0.0,0.0,0.955105,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439266606,0,0.0,0.0,0,-8.48187,-11.6483,1.69339,0.0,0.0,0.0,-0.0124966,0.00429721,0.0956961,0.0,0.0,0.0,0.0,0.0,0.0,0.95505,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439271523,0,0.0,0.0,0,-8.48193,-11.6483,1.69389,0.0,0.0,0.0,-0.0137968,0.00664568,0.100419,0.0,0.0,0.0,0.0,0.0,0.0,0.954981,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439277021,0,0.0,0.0,0,-8.482,-11.6483,1.69442,0.0,0.0,0.0,-0.013351,0.00574228,0.105537,0.0,0.0,0.0,0.0,0.0,0.0,0.954976,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439281600,0,0.0,0.0,0,-8.48208,-11.6482,1.69495,0.0,0.0,0.0,-0.015985,0.00593829,0.106897,0.0,0.0,0.0,0.0,0.0,0.0,0.955064,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439286672,0,0.0,0.0,0,-8.48213,-11.6482,1.69549,0.0,0.0,0.0,-0.0105341,0.00316098,0.107588,0.0,0.0,0.0,0.0,0.0,0.0,0.954968,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439292101,0,0.0,0.0,0,-8.4822,-11.6482,1.69603,0.0,0.0,0.0,-0.0122694,0.00715274,0.108144,0.0,0.0,0.0,0.0,0.0,0.0,0.954838,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439296666,0,0.0,0.0,0,-8.48227,-11.6481,1.6966,0.0,0.0,0.0,-0.0150116,0.010418,0.112913,0.0,0.0,0.0,0.0,0.0,0.0,0.954883,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439302296,0,0.0,0.0,0,-8.48345,-11.6467,1.69443,0.0,0.0,0.0,-0.0226836,0.0156229,0.111915,0.0,0.0,0.0,0.0,0.0,0.0,0.954805,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439306550,0,0.0,0.0,0,-8.48354,-11.6466,1.69501,0.0,0.0,0.0,-0.0188165,0.0136454,0.115009,0.0,0.0,0.0,0.0,0.0,0.0,0.954713,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
1439311582,0,0.0,0.0,0,-8.48365,-11.6466,1.69554,0.0,0.0,0.0,-0.0209999,0.012613,0.106153,0.0,0.0,0.0,0.0,0.0,0.0,0.954635,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0
